date,match_number,city,team_1,team_2,season_match_no,outcome_winner,player_of_match,toss_winner,toss_decision,officials_match_referees,officials_reserve_umpires,officials_tv_umpires,officials_umpires_1,officials_umpires_2,outcome_by_wickets,season,venue,outcome_by_runs,event_stage,outcome_method
2017-05-02,40,Delhi,Sunrisers Hyderabad,Delhi Daredevils,40,Delhi Daredevils,Mohammed Shami,Delhi Daredevils,field,AJ Pycroft,K Srinivasan,CK Nandan,YC Barde,Nitin Menon,6.0,2017,FerozShahKotla,,group_stage,regular
2017-05-03,41,Kolkata,Kolkata Knight Riders,Rising Pune Supergiant,41,Rising Pune Supergiant,RA Tripathi,Rising Pune Supergiant,field,J Srinath,Navdeep Singh,S Ravi,KN Ananthapadmanabhan,A Nand Kishore,4.0,2017,EdenGardens,,group_stage,regular
2017-05-04,42,Delhi,Gujarat Lions,Delhi Daredevils,42,Delhi Daredevils,RR Pant,Delhi Daredevils,field,M Nayyar,K Srinivasan,CK Nandan,M Erasmus,Nitin Menon,7.0,2017,FerozShahKotla,,group_stage,regular
2017-05-05,43,Bangalore,Kings XI Punjab,Royal Challengers Bangalore,43,Kings XI Punjab,Sandeep Sharma,Royal Challengers Bangalore,field,V Narayan Kutty,N Pandit,AY Dandekar,CB Gaffaney,C Shamshuddin,,2017,MChinnaswamyStadium,19.0,group_stage,regular
2017-05-06,44,Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,44,Rising Pune Supergiant,JD Unadkat,Sunrisers Hyderabad,field,Chinmay Sharma,R Pandit,M Erasmus,KN Ananthapadmanabhan,AK Chaudhary,,2017,RajivGandhiInternationalStadium,12.0,group_stage,regular
2017-05-06,45,Delhi,Mumbai Indians,Delhi Daredevils,45,Mumbai Indians,LMP Simmons,Delhi Daredevils,field,M Nayyar,K Srinivasan,YC Barde,Nitin Menon,CK Nandan,,2017,FerozShahKotla,146.0,group_stage,regular
2017-05-07,46,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,46,Kolkata Knight Riders,SP Narine,Kolkata Knight Riders,field,AJ Pycroft,N Pandit,CB Gaffaney,AY Dandekar,C Shamshuddin,6.0,2017,MChinnaswamyStadium,,group_stage,regular
2017-05-07,47,Chandigarh,Kings XI Punjab,Gujarat Lions,47,Gujarat Lions,DR Smith,Gujarat Lions,field,J Srinath,Navdeep Singh,S Ravi,A Nand Kishore,VK Sharma,6.0,2017,PunjabCricketAssociationISBindraStadium,,group_stage,regular
2017-05-08,48,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,48,Sunrisers Hyderabad,S Dhawan,Mumbai Indians,bat,Chinmay Sharma,R Pandit,AK Chaudhary,KN Ananthapadmanabhan,M Erasmus,7.0,2017,RajivGandhiInternationalStadium,,group_stage,regular
2017-05-09,49,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,49,Kings XI Punjab,MM Sharma,Kolkata Knight Riders,field,J Srinath,Navdeep Singh,VK Sharma,A Nand Kishore,S Ravi,,2017,PunjabCricketAssociationISBindraStadium,14.0,group_stage,regular
2017-05-10,50,Kanpur,Gujarat Lions,Delhi Daredevils,50,Delhi Daredevils,SS Iyer,Delhi Daredevils,field,V Narayan Kutty,K Srinivasan,Nitin Menon,YC Barde,AK Chaudhary,2.0,2017,GreenPark,,group_stage,regular
2017-05-11,51,Mumbai,Kings XI Punjab,Mumbai Indians,51,Kings XI Punjab,WP Saha,Mumbai Indians,field,M Nayyar,N Pandit,VK Sharma,A Deshmukh,A Nand Kishore,,2017,WankhedeStadium,7.0,group_stage,regular
2017-05-12,52,Delhi,Delhi Daredevils,Rising Pune Supergiant,52,Delhi Daredevils,KK Nair,Delhi Daredevils,bat,AJ Pycroft,R Pandit,C Shamshuddin,KN Ananthapadmanabhan,CK Nandan,,2017,FerozShahKotla,7.0,group_stage,regular
2017-05-13,53,Kanpur,Gujarat Lions,Sunrisers Hyderabad,53,Sunrisers Hyderabad,Mohammed Siraj,Sunrisers Hyderabad,field,Chinmay Sharma,K Srinivasan,YC Barde,AK Chaudhary,Nitin Menon,8.0,2017,GreenPark,,group_stage,regular
2017-05-13,54,Kolkata,Mumbai Indians,Kolkata Knight Riders,54,Mumbai Indians,AT Rayudu,Kolkata Knight Riders,field,J Srinath,Navdeep Singh,VK Sharma,A Nand Kishore,S Ravi,,2017,EdenGardens,9.0,group_stage,regular
2017-05-14,55,Pune,Kings XI Punjab,Rising Pune Supergiant,55,Rising Pune Supergiant,JD Unadkat,Rising Pune Supergiant,field,M Nayyar,N Pandit,KN Ananthapadmanabhan,AY Dandekar,A Deshmukh,9.0,2017,MaharashtraCricketAssociationStadium,,group_stage,regular
2017-05-14,56,Delhi,Royal Challengers Bangalore,Delhi Daredevils,56,Royal Challengers Bangalore,HV Patel,Royal Challengers Bangalore,bat,AJ Pycroft,R Pandit,KN Ananthapadmanabhan,CK Nandan,C Shamshuddin,,2017,FerozShahKotla,10.0,group_stage,regular
2017-05-16,57,Mumbai,Rising Pune Supergiant,Mumbai Indians,Qualifier 1,Rising Pune Supergiant,Washington Sundar,Mumbai Indians,field,J Srinath,YC Barde,CK Nandan,S Ravi,C Shamshuddin,,2017,WankhedeStadium,20.0,Qualifier 1,regular
2017-05-17,58,Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,Eliminator,Kolkata Knight Riders,NM Coulter-Nile,Kolkata Knight Riders,field,M Nayyar,KN Ananthapadmanabhan,A Nand Kishore,AK Chaudhary,Nitin Menon,7.0,2017,MChinnaswamyStadium,,Eliminator,D/L
2017-05-19,59,Bangalore,Kolkata Knight Riders,Mumbai Indians,Qualifier 2,Mumbai Indians,KV Sharma,Mumbai Indians,field,Chinmay Sharma,KN Ananthapadmanabhan,C Shamshuddin,NJ Llong,Nitin Menon,6.0,2017,MChinnaswamyStadium,,Qualifier 2,regular
2017-05-21,60,Hyderabad,Mumbai Indians,Rising Pune Supergiant,Final,Mumbai Indians,KH Pandya,Mumbai Indians,bat,J Srinath,A Nand Kishore,AK Chaudhary,NJ Llong,S Ravi,,2017,RajivGandhiInternationalStadium,1.0,Final,regular
2018-04-07,1,Mumbai,Mumbai Indians,Chennai Super Kings,1,Chennai Super Kings,DJ Bravo,Chennai Super Kings,field,RB Richardson,UV Gandhe,AK Chaudhary,CB Gaffaney,A Nand Kishore,1.0,2018,WankhedeStadium,,group_stage,regular
2018-04-08,2,Chandigarh,Delhi Daredevils,Kings XI Punjab,2,Kings XI Punjab,KL Rahul,Kings XI Punjab,field,J Srinath,N Pandit,Nitin Menon,KN Ananthapadmanabhan,RJ Tucker,6.0,2018,PunjabCricketAssociationISBindraStadium,,group_stage,regular
2018-04-08,3,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,3,Kolkata Knight Riders,SP Narine,Kolkata Knight Riders,field,V Narayan Kutty,K Srinath,S Ravi,A Deshmukh,C Shamshuddin,4.0,2018,EdenGardens,,group_stage,regular
2018-04-09,4,Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,4,Sunrisers Hyderabad,S Dhawan,Sunrisers Hyderabad,field,S Chaturvedi,R Pandit,CK Nandan,NJ Llong,VA Kulkarni,9.0,2018,RajivGandhiInternationalStadium,,group_stage,regular
2018-04-10,5,Chennai,Kolkata Knight Riders,Chennai Super Kings,5,Chennai Super Kings,SW Billings,Chennai Super Kings,field,RB Richardson,UV Gandhe,A Nand Kishore,AK Chaudhary,CB Gaffaney,5.0,2018,MAChidambaramStadium,,group_stage,regular
2018-04-11,6,Jaipur,Rajasthan Royals,Delhi Daredevils,6,Rajasthan Royals,SV Samson,Delhi Daredevils,field,J Srinath,N Pandit,RJ Tucker,KN Ananthapadmanabhan,Nitin Menon,,2018,SawaiMansinghStadium,10.0,group_stage,D/L
2018-04-12,7,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,7,Sunrisers Hyderabad,Rashid Khan,Sunrisers Hyderabad,field,S Chaturvedi,R Pandit,VA Kulkarni,CK Nandan,NJ Llong,1.0,2018,RajivGandhiInternationalStadium,,group_stage,regular
2018-04-13,8,Bengaluru,Kings XI Punjab,Royal Challengers Bangalore,8,Royal Challengers Bangalore,UT Yadav,Royal Challengers Bangalore,field,V Narayan Kutty,K Srinath,C Shamshuddin,A Deshmukh,S Ravi,4.0,2018,MChinnaswamyStadium,,group_stage,regular
2018-04-14,9,Mumbai,Mumbai Indians,Delhi Daredevils,9,Delhi Daredevils,JJ Roy,Delhi Daredevils,field,J Srinath,N Pandit,RJ Tucker,KN Ananthapadmanabhan,Nitin Menon,7.0,2018,WankhedeStadium,,group_stage,regular
2018-04-14,10,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,10,Sunrisers Hyderabad,B Stanlake,Sunrisers Hyderabad,field,RB Richardson,UV Gandhe,CB Gaffaney,AK Chaudhary,A Nand Kishore,5.0,2018,EdenGardens,,group_stage,regular
2018-04-15,11,Bengaluru,Rajasthan Royals,Royal Challengers Bangalore,11,Rajasthan Royals,SV Samson,Royal Challengers Bangalore,field,M Nayyar,K Srinath,A Deshmukh,C Shamshuddin,S Ravi,,2018,MChinnaswamyStadium,19.0,group_stage,regular
2018-04-15,12,Chandigarh,Kings XI Punjab,Chennai Super Kings,12,Kings XI Punjab,CH Gayle,Chennai Super Kings,field,S Chaturvedi,R Pandit,NJ Llong,CK Nandan,VA Kulkarni,,2018,PunjabCricketAssociationISBindraStadium,4.0,group_stage,regular
2018-04-16,13,Kolkata,Kolkata Knight Riders,Delhi Daredevils,13,Kolkata Knight Riders,N Rana,Delhi Daredevils,field,RB Richardson,UV Gandhe,CB Gaffaney,AK Chaudhary,A Nand Kishore,,2018,EdenGardens,71.0,group_stage,regular
2018-04-17,14,Mumbai,Mumbai Indians,Royal Challengers Bangalore,14,Mumbai Indians,RG Sharma,Royal Challengers Bangalore,field,J Srinath,N Pandit,KN Ananthapadmanabhan,Nitin Menon,RJ Tucker,,2018,WankhedeStadium,46.0,group_stage,regular
2018-04-18,15,Jaipur,Rajasthan Royals,Kolkata Knight Riders,15,Kolkata Knight Riders,N Rana,Kolkata Knight Riders,field,M Nayyar,K Srinath,C Shamshuddin,A Deshmukh,S Ravi,7.0,2018,SawaiMansinghStadium,,group_stage,regular
2018-04-19,16,Chandigarh,Kings XI Punjab,Sunrisers Hyderabad,16,Kings XI Punjab,CH Gayle,Kings XI Punjab,bat,S Chaturvedi,R Pandit,VA Kulkarni,AK Chaudhary,NJ Llong,,2018,PunjabCricketAssociationISBindraStadium,15.0,group_stage,regular
2018-04-20,17,Pune,Chennai Super Kings,Rajasthan Royals,17,Chennai Super Kings,SR Watson,Rajasthan Royals,field,J Srinath,N Pandit,RJ Tucker,KN Ananthapadmanabhan,Nitin Menon,,2018,MaharashtraCricketAssociationStadium,64.0,group_stage,regular
2018-04-21,18,Kolkata,Kolkata Knight Riders,Kings XI Punjab,18,Kings XI Punjab,KL Rahul,Kings XI Punjab,field,M Nayyar,K Srinath,S Ravi,A Deshmukh,C Shamshuddin,9.0,2018,EdenGardens,,group_stage,D/L
2018-04-21,19,Bengaluru,Delhi Daredevils,Royal Challengers Bangalore,19,Royal Challengers Bangalore,AB de Villiers,Royal Challengers Bangalore,field,RB Richardson,UV Gandhe,A Nand Kishore,CB Gaffaney,CK Nandan,6.0,2018,MChinnaswamyStadium,,group_stage,regular
2018-04-22,20,Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,20,Chennai Super Kings,AT Rayudu,Sunrisers Hyderabad,field,S Chaturvedi,R Pandit,NJ Llong,AK Chaudhary,VA Kulkarni,,2018,RajivGandhiInternationalStadium,4.0,group_stage,regular
2018-04-22,21,Jaipur,Mumbai Indians,Rajasthan Royals,21,Rajasthan Royals,JC Archer,Mumbai Indians,bat,J Srinath,HAS Khalid,Nitin Menon,KN Ananthapadmanabhan,RJ Tucker,3.0,2018,SawaiMansinghStadium,,group_stage,regular
2018-04-23,22,Delhi,Kings XI Punjab,Delhi Daredevils,22,Kings XI Punjab,AS Rajpoot,Delhi Daredevils,field,RB Richardson,GR Sadashiv Iyer,CB Gaffaney,A Nand Kishore,CK Nandan,,2018,ArunJaitleyStadium,4.0,group_stage,regular
2018-04-24,23,Mumbai,Sunrisers Hyderabad,Mumbai Indians,23,Sunrisers Hyderabad,Rashid Khan,Mumbai Indians,field,V Narayan Kutty,K Srinath,A Deshmukh,C Shamshuddin,S Ravi,,2018,WankhedeStadium,31.0,group_stage,regular
2018-04-25,24,Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,24,Chennai Super Kings,MS Dhoni,Chennai Super Kings,field,S Chaturvedi,N Pandit,AK Chaudhary,NJ Llong,VK Sharma,5.0,2018,MChinnaswamyStadium,,group_stage,regular
2018-04-26,25,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,25,Sunrisers Hyderabad,AS Rajpoot,Kings XI Punjab,field,J Srinath,GR Sadashiv Iyer,RJ Tucker,CK Nandan,YC Barde,,2018,RajivGandhiInternationalStadium,13.0,group_stage,regular
2018-04-27,26,Delhi,Delhi Daredevils,Kolkata Knight Riders,26,Delhi Daredevils,SS Iyer,Kolkata Knight Riders,field,RB Richardson,UV Gandhe,A Nand Kishore,C Shamshuddin,S Ravi,,2018,ArunJaitleyStadium,55.0,group_stage,regular
2018-04-28,27,Pune,Chennai Super Kings,Mumbai Indians,27,Mumbai Indians,RG Sharma,Mumbai Indians,field,V Narayan Kutty,HAS Khalid,AY Dandekar,CB Gaffaney,Nitin Menon,8.0,2018,MaharashtraCricketAssociationStadium,,group_stage,regular
2018-04-29,28,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,28,Sunrisers Hyderabad,KS Williamson,Sunrisers Hyderabad,bat,AJ Pycroft,GR Sadashiv Iyer,S Ravi,BNJ Oxenford,A Nand Kishore,,2018,SawaiMansinghStadium,11.0,group_stage,regular
2018-04-29,29,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,29,Kolkata Knight Riders,CA Lynn,Kolkata Knight Riders,field,M Nayyar,R Pandit,VK Sharma,AK Chaudhary,NJ Llong,6.0,2018,MChinnaswamyStadium,,group_stage,regular
2018-04-30,30,Pune,Chennai Super Kings,Delhi Daredevils,30,Chennai Super Kings,SR Watson,Delhi Daredevils,field,V Narayan Kutty,HAS Khalid,CK Nandan,AY Dandekar,C Shamshuddin,,2018,MaharashtraCricketAssociationStadium,13.0,group_stage,regular
2018-05-01,31,Bengaluru,Royal Challengers Bangalore,Mumbai Indians,31,Royal Challengers Bangalore,TG Southee,Mumbai Indians,field,J Srinath,N Pandit,YC Barde,M Erasmus,Nitin Menon,,2018,MChinnaswamyStadium,14.0,group_stage,regular
2018-05-02,32,Delhi,Delhi Daredevils,Rajasthan Royals,32,Delhi Daredevils,RR Pant,Rajasthan Royals,field,AJ Pycroft,GR Sadashiv Iyer,BNJ Oxenford,CK Nandan,VK Sharma,,2018,ArunJaitleyStadium,4.0,group_stage,D/L
2018-05-03,33,Kolkata,Chennai Super Kings,Kolkata Knight Riders,33,Kolkata Knight Riders,SP Narine,Kolkata Knight Riders,field,V Narayan Kutty,R Pandit,AK Chaudhary,A Deshmukh,HDPK Dharmasena,6.0,2018,EdenGardens,,group_stage,regular
2018-05-04,34,Indore,Kings XI Punjab,Mumbai Indians,34,Mumbai Indians,SA Yadav,Mumbai Indians,field,M Nayyar,HAS Khalid,C Shamshuddin,AY Dandekar,S Ravi,6.0,2018,HolkarCricketStadium,,group_stage,regular
2018-05-05,35,Pune,Royal Challengers Bangalore,Chennai Super Kings,35,Chennai Super Kings,RA Jadeja,Chennai Super Kings,field,J Srinath,N Pandit,M Erasmus,Nitin Menon,YC Barde,6.0,2018,MaharashtraCricketAssociationStadium,,group_stage,regular
2018-05-05,36,Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,36,Sunrisers Hyderabad,Rashid Khan,Delhi Daredevils,bat,AJ Pycroft,GR Sadashiv Iyer,VK Sharma,BNJ Oxenford,CK Nandan,7.0,2018,RajivGandhiInternationalStadium,,group_stage,regular
2018-05-06,37,Mumbai,Mumbai Indians,Kolkata Knight Riders,37,Mumbai Indians,HH Pandya,Kolkata Knight Riders,field,V Narayan Kutty,R Pandit,AK Chaudhary,A Deshmukh,HDPK Dharmasena,,2018,WankhedeStadium,13.0,group_stage,regular
2018-05-06,38,Indore,Rajasthan Royals,Kings XI Punjab,38,Kings XI Punjab,Mujeeb Ur Rahman,Kings XI Punjab,field,M Nayyar,HAS Khalid,AY Dandekar,C Shamshuddin,S Ravi,6.0,2018,HolkarCricketStadium,,group_stage,regular
2018-05-07,39,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,39,Sunrisers Hyderabad,KS Williamson,Royal Challengers Bangalore,field,AJ Pycroft,GR Sadashiv Iyer,CK Nandan,BNJ Oxenford,VK Sharma,,2018,RajivGandhiInternationalStadium,5.0,group_stage,regular
2018-05-08,40,Jaipur,Rajasthan Royals,Kings XI Punjab,40,Rajasthan Royals,JC Buttler,Rajasthan Royals,bat,J Srinath,N Pandit,YC Barde,M Erasmus,Nitin Menon,,2018,SawaiMansinghStadium,15.0,group_stage,regular
2018-05-09,41,Kolkata,Mumbai Indians,Kolkata Knight Riders,41,Mumbai Indians,Ishan Kishan,Kolkata Knight Riders,field,Prakash Bhatt,R Pandit,HDPK Dharmasena,KN Ananthapadmanabhan,AK Chaudhary,,2018,EdenGardens,102.0,group_stage,regular
2018-05-10,42,Delhi,Delhi Daredevils,Sunrisers Hyderabad,42,Sunrisers Hyderabad,S Dhawan,Delhi Daredevils,bat,M Nayyar,HAS Khalid,S Ravi,AY Dandekar,C Shamshuddin,9.0,2018,ArunJaitleyStadium,,group_stage,regular
2018-05-11,43,Jaipur,Chennai Super Kings,Rajasthan Royals,43,Rajasthan Royals,JC Buttler,Chennai Super Kings,bat,J Srinath,N Pandit,Nitin Menon,M Erasmus,YC Barde,4.0,2018,SawaiMansinghStadium,,group_stage,regular
2018-05-12,44,Indore,Kolkata Knight Riders,Kings XI Punjab,44,Kolkata Knight Riders,SP Narine,Kings XI Punjab,field,AJ Pycroft,GR Sadashiv Iyer,BNJ Oxenford,CK Nandan,VK Sharma,,2018,HolkarCricketStadium,31.0,group_stage,regular
2018-05-12,45,Delhi,Delhi Daredevils,Royal Challengers Bangalore,45,Royal Challengers Bangalore,AB de Villiers,Royal Challengers Bangalore,field,Prakash Bhatt,K Srinath,AK Chaudhary,KN Ananthapadmanabhan,HDPK Dharmasena,5.0,2018,ArunJaitleyStadium,,group_stage,regular
2018-05-13,46,Pune,Sunrisers Hyderabad,Chennai Super Kings,46,Chennai Super Kings,AT Rayudu,Chennai Super Kings,field,M Nayyar,HAS Khalid,AY Dandekar,M Erasmus,YC Barde,8.0,2018,MaharashtraCricketAssociationStadium,,group_stage,regular
2018-05-13,47,Mumbai,Mumbai Indians,Rajasthan Royals,47,Rajasthan Royals,JC Buttler,Rajasthan Royals,field,J Srinath,UV Gandhe,C Shamshuddin,Nitin Menon,S Ravi,7.0,2018,WankhedeStadium,,group_stage,regular
2018-05-14,48,Indore,Kings XI Punjab,Royal Challengers Bangalore,48,Royal Challengers Bangalore,UT Yadav,Royal Challengers Bangalore,field,AJ Pycroft,GR Sadashiv Iyer,CK Nandan,BNJ Oxenford,VK Sharma,10.0,2018,HolkarCricketStadium,,group_stage,regular
2018-05-15,49,Kolkata,Rajasthan Royals,Kolkata Knight Riders,49,Kolkata Knight Riders,Kuldeep Yadav,Kolkata Knight Riders,field,M Nayyar,K Srinath,VA Kulkarni,AK Chaudhary,HDPK Dharmasena,6.0,2018,EdenGardens,,group_stage,regular
2018-05-16,50,Mumbai,Mumbai Indians,Kings XI Punjab,50,Mumbai Indians,JJ Bumrah,Kings XI Punjab,field,J Srinath,UV Gandhe,YC Barde,M Erasmus,Nitin Menon,,2018,WankhedeStadium,3.0,group_stage,regular
2018-05-17,51,Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,51,Royal Challengers Bangalore,AB de Villiers,Sunrisers Hyderabad,field,Prakash Bhatt,HAS Khalid,C Shamshuddin,AY Dandekar,S Ravi,,2018,MChinnaswamyStadium,14.0,group_stage,regular
2018-05-18,52,Delhi,Delhi Daredevils,Chennai Super Kings,52,Delhi Daredevils,HV Patel,Chennai Super Kings,field,M Nayyar,K Srinath,CK Nandan,HDPK Dharmasena,VA Kulkarni,,2018,ArunJaitleyStadium,34.0,group_stage,regular
2018-05-19,53,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,53,Rajasthan Royals,S Gopal,Rajasthan Royals,bat,AJ Pycroft,GR Sadashiv Iyer,C Shamshuddin,BNJ Oxenford,VK Sharma,,2018,SawaiMansinghStadium,30.0,group_stage,regular
2018-05-19,54,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,54,Kolkata Knight Riders,CA Lynn,Sunrisers Hyderabad,bat,Prakash Bhatt,HAS Khalid,AY Dandekar,AK Chaudhary,S Ravi,5.0,2018,RajivGandhiInternationalStadium,,group_stage,regular
2018-05-20,55,Delhi,Delhi Daredevils,Mumbai Indians,55,Delhi Daredevils,A Mishra,Delhi Daredevils,bat,M Nayyar,K Srinath,VA Kulkarni,HDPK Dharmasena,CK Nandan,,2018,ArunJaitleyStadium,11.0,group_stage,regular
2018-05-20,56,Pune,Kings XI Punjab,Chennai Super Kings,56,Chennai Super Kings,L Ngidi,Chennai Super Kings,field,J Srinath,UV Gandhe,M Erasmus,Nitin Menon,YC Barde,5.0,2018,MaharashtraCricketAssociationStadium,,group_stage,regular
2018-05-22,57,Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Qualifier 1,Chennai Super Kings,F du Plessis,Chennai Super Kings,field,AJ Pycroft,YC Barde,S Ravi,C Shamshuddin,M Erasmus,2.0,2018,WankhedeStadium,,Qualifier 1,regular
2018-05-23,58,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Eliminator,Kolkata Knight Riders,AD Russell,Rajasthan Royals,field,J Srinath,A Nand Kishore,HDPK Dharmasena,AK Chaudhary,Nitin Menon,,2018,EdenGardens,25.0,Eliminator,regular
2018-05-25,59,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Qualifier 2,Sunrisers Hyderabad,Rashid Khan,Kolkata Knight Riders,field,J Srinath,A Nand Kishore,AK Chaudhary,HDPK Dharmasena,Nitin Menon,,2018,EdenGardens,14.0,Qualifier 2,regular
2018-05-27,60,Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Final,Chennai Super Kings,SR Watson,Chennai Super Kings,field,AJ Pycroft,YC Barde,Nitin Menon,M Erasmus,S Ravi,8.0,2018,WankhedeStadium,,Final,regular
2019-03-23,1,Chennai,Royal Challengers Bangalore,Chennai Super Kings,1,Chennai Super Kings,Harbhajan Singh,Chennai Super Kings,field,J Srinath,HAS Khalid,Nitin Menon,AY Dandekar,BNJ Oxenford,7.0,2019,MAChidambaramStadium,,group_stage,regular
2019-03-24,2,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,2,Kolkata Knight Riders,AD Russell,Kolkata Knight Riders,field,V Narayan Kutty,GR Sadashiv Iyer,VA Kulkarni,AK Chaudhary,CB Gaffaney,6.0,2019,EdenGardens,,group_stage,regular
2019-03-24,3,Mumbai,Delhi Capitals,Mumbai Indians,3,Delhi Capitals,RR Pant,Mumbai Indians,field,M Nayyar,BK Ravi,CK Nandan,S Ravi,YC Barde,,2019,WankhedeStadium,37.0,group_stage,regular
2019-03-25,4,Jaipur,Kings XI Punjab,Rajasthan Royals,4,Kings XI Punjab,CH Gayle,Rajasthan Royals,field,Chinmay Sharma,K Srinath,BNJ Oxenford,C Shamshuddin,KN Ananthapadmanabhan,,2019,SawaiMansinghStadium,14.0,group_stage,regular
2019-03-26,5,Delhi,Delhi Capitals,Chennai Super Kings,5,Chennai Super Kings,SR Watson,Delhi Capitals,bat,J Srinath,HAS Khalid,AY Dandekar,M Erasmus,Nitin Menon,6.0,2019,ArunJaitleyStadium,,group_stage,regular
2019-03-27,6,Kolkata,Kolkata Knight Riders,Kings XI Punjab,6,Kolkata Knight Riders,AD Russell,Kings XI Punjab,field,V Narayan Kutty,GR Sadashiv Iyer,CB Gaffaney,AK Chaudhary,VA Kulkarni,,2019,EdenGardens,28.0,group_stage,regular
2019-03-28,7,Bengaluru,Mumbai Indians,Royal Challengers Bangalore,7,Mumbai Indians,JJ Bumrah,Royal Challengers Bangalore,field,M Nayyar,BK Ravi,YC Barde,CK Nandan,S Ravi,,2019,MChinnaswamyStadium,6.0,group_stage,regular
2019-03-29,8,Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,8,Sunrisers Hyderabad,Rashid Khan,Rajasthan Royals,bat,Chinmay Sharma,K Srinath,KN Ananthapadmanabhan,BNJ Oxenford,C Shamshuddin,5.0,2019,RajivGandhiInternationalStadium,,group_stage,regular
2019-03-30,9,Chandigarh,Mumbai Indians,Kings XI Punjab,9,Kings XI Punjab,MA Agarwal,Kings XI Punjab,field,V Narayan Kutty,GR Sadashiv Iyer,AK Chaudhary,CB Gaffaney,VA Kulkarni,8.0,2019,PunjabCricketAssociationISBindraStadium,,group_stage,regular
2019-03-30,10,Delhi,Kolkata Knight Riders,Delhi Capitals,10,tie,PP Shaw,Delhi Capitals,field,J Srinath,HAS Khalid,M Erasmus,AY Dandekar,Nitin Menon,,2019,ArunJaitleyStadium,,group_stage,regular
2019-03-31,11,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,11,Sunrisers Hyderabad,JM Bairstow,Royal Challengers Bangalore,field,Chinmay Sharma,K Srinath,C Shamshuddin,KN Ananthapadmanabhan,S Ravi,,2019,RajivGandhiInternationalStadium,118.0,group_stage,regular
2019-03-31,12,Chennai,Chennai Super Kings,Rajasthan Royals,12,Chennai Super Kings,MS Dhoni,Rajasthan Royals,field,M Nayyar,BK Ravi,BNJ Oxenford,CK Nandan,YC Barde,,2019,MAChidambaramStadium,8.0,group_stage,regular
2019-04-01,13,Chandigarh,Kings XI Punjab,Delhi Capitals,13,Kings XI Punjab,SM Curran,Delhi Capitals,field,V Narayan Kutty,GR Sadashiv Iyer,VA Kulkarni,AK Chaudhary,CB Gaffaney,,2019,PunjabCricketAssociationISBindraStadium,14.0,group_stage,regular
2019-04-02,14,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,14,Rajasthan Royals,S Gopal,Rajasthan Royals,field,J Srinath,HAS Khalid,Nitin Menon,AY Dandekar,M Erasmus,7.0,2019,SawaiMansinghStadium,,group_stage,regular
2019-04-03,15,Mumbai,Mumbai Indians,Chennai Super Kings,15,Mumbai Indians,HH Pandya,Chennai Super Kings,field,M Nayyar,BK Ravi,YC Barde,BNJ Oxenford,RJ Tucker,,2019,WankhedeStadium,37.0,group_stage,regular
